is_franchise,mean_revenue,median_roi,mean_budget,mean_popularity,mean_rating
False,1765.1391585000001,9.61701827,180.0,25.17715,7.4350000000000005
True,1682.668411375,7.786117185822869,218.0,20.38961875,7.3899375
